48,445,,,,,,,,
Category | Function,Role,Resource type,Unit,Region,Rate_low,Rate_high,Currency,Source,Notes
Insights & Analytics,Analytics Supervisor,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Analytics Supervisor,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match
Insights & Analytics,Analytics Supervisor,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Analytics Supervisor,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Analytics Supervisor,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Analytics Supervisor,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,UK-LON,300.00,300.00,GBP,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,EU-ES,250.00,250.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,EU-FR,315.00,315.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,EU-DE,300.00,300.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,EU-IT,225.00,225.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,LATAM-BR,"1,500.00","1,500.00",BRL,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,APAC-CN,"3,100.00","3,100.00",CNY,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,NA-CA,300.00,300.00,CAD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,EU-CH,300.00,300.00,CHF,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Head of Analytics,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Analyst,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,UK-LON,130.00,130.00,GBP,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Associate Research Director,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,UK-LON,75.00,75.00,GBP,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,EU-ES,75.00,75.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,EU-FR,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,EU-DE,95.00,95.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,EU-IT,90.00,90.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,LATAM-BR,375.00,375.00,BRL,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,APAC-CN,510.00,510.00,CNY,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,NA-CA,95.00,95.00,CAD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,EU-CH,95.00,95.00,CHF,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Junior Analyst,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,UK-LON,180.00,180.00,GBP,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,EU-ES,155.00,155.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,EU-FR,200.00,200.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,EU-DE,210.00,210.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,EU-IT,145.00,145.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,LATAM-BR,790.00,790.00,BRL,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,APAC-CN,815.00,815.00,CNY,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,NA-CA,177.00,177.00,CAD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,EU-CH,210.00,210.00,CHF,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Research Director,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,EU-ES,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,EU-FR,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,EU-DE,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,EU-IT,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Insights & Analytics - Senior Analyst,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,UK-LON,75.00,75.00,GBP,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,EU-ES,75.00,75.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,EU-FR,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,EU-DE,95.00,95.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,EU-IT,90.00,90.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,LATAM-BR,375.00,375.00,BRL,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,APAC-CN,510.00,510.00,CNY,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,NA-CA,95.00,95.00,CAD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,EU-CH,95.00,95.00,CHF,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Junior Analyst,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,EU-ES,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,EU-FR,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,EU-DE,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,EU-IT,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Insights & Analytics,Senior Analyst,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,UK-LON,145.00,145.00,GBP,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,EU-ES,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,EU-FR,190.00,190.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,EU-DE,190.00,190.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,EU-IT,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,LATAM-BR,675.00,675.00,BRL,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,APAC-CN,740.00,740.00,CNY,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,NA-CA,160.00,160.00,CAD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,EU-CH,190.00,190.00,CHF,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Assoc. Director,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,UK-LON,75.00,75.00,GBP,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,EU-ES,75.00,75.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,EU-FR,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,EU-DE,95.00,95.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,EU-IT,90.00,90.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,LATAM-BR,375.00,375.00,BRL,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,APAC-CN,510.00,510.00,CNY,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,NA-CA,95.00,95.00,CAD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,EU-CH,95.00,95.00,CHF,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,UK-LON,220.00,220.00,GBP,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-ES,165.00,165.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-FR,220.00,220.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-DE,225.00,225.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-IT,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,LATAM-BR,875.00,875.00,BRL,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,APAC-CN,"1,325.00","1,325.00",CNY,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,NA-CA,195.00,195.00,CAD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-CH,225.00,225.00,CHF,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-ES,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-FR,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-DE,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-IT,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,UK-LON,120.00,120.00,GBP,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Language,Language Lead,FTE,Hour,UK-LON,145.00,145.00,GBP,OP_JH consolidated ratecard,
Operations,Director - Finance/Ops,FTE,Day,UK-LON,972.38,972.38,GBP,EG_JH Resource Calc,
Operations,Director - Finance/Ops,FTE,Day,US-AUS,"1,215.73","1,215.73",USD,EG_JH Resource Calc,
Operations,Director - Finance/Ops,FTE,Day,US-SF,"1,360.43","1,360.43",USD,EG_JH Resource Calc,
Operations,Director - Finance/Ops,FTE,Day,US-SEA,"1,185.12","1,185.12",USD,EG_JH Resource Calc,
Operations,Director - Finance/Ops,FTE,Day,US-LA,"1,360.43","1,360.43",USD,EG_JH Resource Calc,
Other,Home Economist,Agency,Day,US-CHI,"1,000.00","1,200.00",USD,EG_APR_JH ratecard,
Other,Assistant Home Economist,Agency,Day,US-CHI,650.00,750.00,USD,EG_APR_JH ratecard,
Other,Casting Director,Agency,Day,US-CHI,"1,200.00","1,200.00",USD,EG_APR_JH ratecard,
Other,Casting Assistant,Agency,Day,US-CHI,350.00,350.00,USD,EG_APR_JH ratecard,Using NYC rates as no other data
Other,Animal Trainer,Agency,Day,US-CHI,600.00,650.00,USD,EG_APR_JH ratecard,
Other,Animal Wrangler (Handler),Agency,Day,US-CHI,500.00,575.00,USD,EG_APR_JH ratecard,
Other,Home Economist,Agency,Day,US-LA,"1,200.00","1,500.00",USD,EG_APR_JH ratecard,
Other,Assistant Home Economist,Agency,Day,US-LA,700.00,750.00,USD,EG_APR_JH ratecard,
